,FragmentID, SessionEndDate,La historia involucra…-X,La historia involucra…-Y,Esta historia me enseñó-X,Esta historia me enseñó-Y,La lección impacto en…-X,La lección impacto en…-Y,Es importante…-X,Es importante…-Y,Tono emocional,¿Cuándo sucedieron,¿La experiencia que compartiste es?,¿Qué tan común?,¿Por cuánto tiempo?,¿Quién crees que debe saber sobre esta historia?,¿En cuántos colegios/escuelas has estado?,Edad,Grado,Institucion Educativa Distrital,Género,FragmentEntry,StoryTitle,Temas,Familia,EstudiosAcudiente,Describe algo que es…,Sentí que tuve…,Las materias en clase...,El aprendizaje aplicado...,El aprendizaje por descubrimiento...,El auto-aprendizaje...
520,d264fcd5-bb1c-44cd-8ef8-cacf2b07624c,2017/11/16 21:12:12.764,0.47505787,0.31087178,0.18987268,0.11102563,,,0.4898727,0.43670088,Muy Feliz,No se,Una experiencia que alguien te compartió,Común,Se me va a olvidar,Nadie,En 2,12,6,10. Colegio José Martí (IED),masculino,"Era un día mates (no me acuerdo que fecha) estabamos yo con mis amigos mientras que nuestras mamas recibian los boletines despues entramos a la 3 hora de clase que es fisica  y despues de 10 minutos nuestras mamas salen, luego llega mi mama al salón y me manda a llamar yo pense que era que había perdido el periodo pero era todo lo contrario resulta que había pasado el periodo con solo 1 materia perdida y antes mi mama me felicito y pues yo quede feliz.",El estudiante Jonatan Alfonso logra pasar el 2 periodo con solo una materia perdida WOW,Ninguna de las anteriores,"otros familiares,otros",Pregrado (profesional),Novedoso,Total control,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
521,d310318b-f038-4685-aa75-f6a3ffbfd641,2017/11/17 02:28:00.087,0.6380208,0.0814188,0.36024305,0.096222214,0.66024303,0.10362393,0.38246527,0.10732481,Muy Feliz,Hace más de dos años,Experiencia personal,Común,Por siempre,Los compañeros,Sólo en este,14,6,10. Colegio José Martí (IED),masculino,"yo dagoberto sierra benitez tengo esta historia para contar, el profesor enrique es muy generoso con todos los compañeros y el comparte todo como chistes para un paseo si a uno le falta plata el pone de su propia plata para uno, el ase todo por los alugnos de el, tan bien lo  ayuda a uno con los uniformes y para mi el es mi segundo papa",mi segundo padre en se ñandome,"La seguridad en el colegio,Educación / aprendizaje","Papá,mamá",Primaria,Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
522,d36e8e41-1153-4aad-8aff-993137fcfd19,2017/11/17 01:48:04.718,0.86765045,0.022205127,0.9528356,0.05921367,0.523206,0.81788886,0.015798612,0.018504297,Triste,Hace dos años,Experiencia personal,Pasa una vez cada tanto,Por siempre,Los profesores y las directivas,En 2,12,6,10. Colegio José Martí (IED),femenino,"En un punto de mi vida le temía mucho al colegio porque no me iba también por ser juiciosa  algunas beses me gustaba ser así pero otras beses quería decir porque no dejo esto tirado no quiero decepcionar a mi mama pero tampoco quiero cargar con esta responsabilidad aunque no crean el colegio es como la prueba de fuego que porque lo digo ja no por los profes no a ellos los estimo mucho lo digo por los compañeros que iba a conocer que al principio,me asían bullin ,matoneo,peleas por solo ser como yo era pero llego el dia en que me canse y les dige porque son asi con migo no les e echo nada y desde hay me espesaron a conocer y cojer cariño.",Mi Peor Pesadiya,La seguridad en el colegio,mamá,Pregrado (profesional),Completamente novedoso,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
523,d38ed180-c4fa-4189-a8ce-5890b1ed0e70,2017/11/17 02:31:16.942,0.3403291,0.39155817,0.4990775,0.5773462,0.18911439,0.1443461,0.1830156,0.04352367,Feliz,No se,Una opinión,Común,Se me va a olvidar,Nadie,En 3,13,7,10. Colegio José Martí (IED),masculino,Una ves en el colegio jose marti yo con mi amigo estábamos en el patio del colegio y mi amigo se agarro con otro niño y enpesaron a peliar  y otro niño se metió a pegarle a mi amigo y a mi me toco meterme por que le estaban pegandole  los dos duro y si yo me metía no le pegaban mas y cuando me metí y en ese momento llego un profesor y nos separo y nos llevo al coordinador y nos expulso,EN EL COLEGIO JOSE MARTI,Ninguna de las anteriores,"Papá,mamá,Hermanos",Bachiller,Novedoso,Control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro
524,d3f2d1ec-8264-4a26-93c3-7583e3e95516,2017/11/17 01:45:09.128,0.96752006,0.025250567,0.8791513,0.07032901,0.48431733,0.8401068,0.50035876,0.84290826,Feliz,Hace dos años,Experiencia personal,Pasa una vez cada tanto,Por siempre,Nadie,En más de 4,12,6,10. Colegio José Martí (IED),femenino,hace dos años yo llegue al colegio me iba mal en el estudio entonces empece a cambiar mi forma de ser y empece ha mejorar las notas  y así como me puse juiciosa  puede pasar el año en limpio  y así pasaba todos los años pero después de que entre ha  bachillerato empece ha cambiar mi estudios porque ya en este año ya era mas dificil,la niña que  era la peor del estudio,Educación / aprendizaje,mamá,Pregrado (profesional),Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro
525,d455bea9-f459-433c-ad9d-118a4ac9725b,2017/11/16 21:03:30.501,0.84913194,0.07031626,0.14913194,0.08511968,0.4972801,0.72906834,0.4898727,0.73647004,Indiferente,El mes pasado,Experiencia personal,Común,Se me va a olvidar,Nadie,Sólo en este,12,6,10. Colegio José Martí (IED),femenino,un día en el colegio saque mi celular y la maestra me iso firmar el observador y no me gusto,lo peor del colegio,Tecnología,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
526,d4cbed73-8fc7-463b-8f2b-cb31126c00ab,2017/11/17 00:23:48.673,0.5009838,0.4515043,,,0.6972801,0.10362393,,,Feliz,El mes pasado,Una opinión,Común,Se me va a olvidar,Nadie,En más de 4,14,6,10. Colegio José Martí (IED),masculino,mi historia es que el dia de ayer se pelearon dos niñas y a una niña le trocharon la pierna y una profesora las separo y la otra niña le rasguñaron la cara y la niña que le trocharon la pierna la profesora la llevo a la casa,las niñas que se pelearon,Bullying / matoneo,mamá,Bachiller,Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
527,d4e29b85-65c5-42b5-90b6-5e6717e9d879,2017/11/16 20:45:37.582,0.4083912,0.38488886,0.36394677,0.3404786,0.5157986,0.20354702,0.5046875,0.22575215,Triste,Hace más de dos años,Experiencia personal,Común,Por siempre,Los compañeros,Sólo en este,12,7,10. Colegio José Martí (IED),femenino,hace dos años una vez hubo un concurso de talentos  y yo tenia un guro de amigas con el que me gustaba bailar mucho. quisimos participar en el concurso de talentos y pues en nuestra audición nos fue bien ya cuando nos teníamos que presentar frente a nuestra sede a una integrante del grupo no bailaba al gusto de las otras y pues todas decían que se movía muy feo y después de que terminamos de bailar ellas le dijeron que no podía bailar mas con nosotras  y yo interrumpí y dije que si no bailaba ella yo tampoco lo haría y no tuvieron mas opción que dejarla bailar y pensaban que no íbamos a ganar el concurso con ella y al final ganamos y pasamos a la final y nos ganamos una mención de honor y de hay adelante siempre nos hacíamos juntas las presentaciones y normalmente siempre ganábamos los concursos. FIN,baile discriminativo,Relación con los compañeros,"mamá,otros familiares","Primaria,Bachiller",Pasa frecuentemente,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
528,d503e844-600d-46b9-9d0d-11a73513616f,2017/11/16 22:13:25.035,0.4343333,0.41449577,0.6268888,0.35898292,0.30840737,0.19614531,0.5232222,0.11102563,Muy Feliz,Hace más de dos años,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Nadie,En 2,16,10,10. Colegio José Martí (IED),masculino,"mi colegio jose marti es uno de los pocos que cuentan con comedor escolar y rutas, es un colegio distrital. este colegio me gusta mucho ya que la gente es muy amigable, hay uno que otro que se la pasa molestado todo el día pero son los que le dan un ambiente divertido al colegio.también cuento que mi colegio posee una zona verde en la que se pueden hacer muchas cosas tales como las que te voy a contar ahorita:estaba en la zona verde de mi colegio en una loma, y estaba con un grupo de amigos que ya hace rato no los veo, bueno, estábamos y decidimos jugar a tirarnos por la loma, ese juego se llama barridas por que nos tiramos y hacíamos caer a los que ivan subiendo.otro juego que me gustaba era el de futbol americano en la loma, también se podía jugar ponchados, la lleva, entre otros.",¿Que tal mi colegio?,"Innovación / creatividad,Relación con los compañeros","Papá,mamá,Hermanos,otros familiares",Bachiller,Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
529,d6f6f8bd-1685-4549-b0e1-c62a7b8265e7,2017/11/16 22:51:36.018,0.33431712,0.20724785,0.4972801,0.59953845,0.16024305,0.0999231,0.28246528,0.08882051,Feliz,Hace seis meses,Experiencia personal,Común,Por algun tiempo,Nadie,Sólo en este,14,8,10. Colegio José Martí (IED),femenino,"un docente hace algunos años en esta institución me pregunto que pasaba entre mi familia y yo, como me relacionaba con ellos,mi primera respuesta fue un que teníamos algunos conflictos entre nosotros pero que ninguno quería cambiar para arreglar la situación situación familiar. la profesora me dio consejos y ejemplos de las situaciones que ella había pasado en su niñez,era idéntica a mi situación familiar. yo me alegre de poderle contara una persona adulta y confiar en ella. no se lo podía contar a cualquier persona por que me daba pena y miedo de lo que los demás dijeran de mi",solucion es el dialogo,Educación / aprendizaje,"Papá,mamá,Hermanos",Primaria,Pasa frecuentemente,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
530,d750b16e-ceaa-42e1-b902-3deace0726ac,2017/11/17 21:17:43.595,0.6120949,0.5736325,0.5083912,0.73276925,0.12320602,0.07031626,0.4898727,0.72536755,Indiferente,Hace dos años,Una experiencia que alguien te compartió,Común,Por siempre,Los compañeros,Sólo en este,15,7,10. Colegio José Martí (IED),femenino,hace dos años conocí a  una amiga que  al principio me caía muy mal y yo  a ella y había un niño en común que nos caía bien  y nos parecía simpático  después de un    tiempo  nos empezamos a cruzar palabra por un tiempo  pero casi no nos lleva-vamos  pero después nos fuimos calendo mejor y no la fuimos llevando después de un año se convirtió en mi mejor amiga  y pues apesar de todo el tiempo compartido no nos dejo de gustar el mismo niño pero  con el tiempo lo fuimos superando y nuca nos vimos afectadas por  una bobada como esas,la amistad todo lo logra,Relación con los compañeros,"Papá,Hermanos",Postgrado (especialización maestría),Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
531,d762787b-b205-4f67-ba1b-61e654bab132,2017/11/17 00:50:29.866,0.55653936,0.6143419,0.8009838,0.0999231,0.17876157,0.08511968,0.7676505,0.15543589,Muy Feliz,No se,Experiencia personal,Pasa todo el tiempo,Por algun tiempo,Nadie,En 2,15,9,10. Colegio José Martí (IED),femenino,es chebre porque en este colegio hay muchas personas que se ayudan unas a otras mi historia se trata sobre cuando yo llegue a este colegio nunca me imagine que me la llevara con mis otras compañeras pero ese mismo día me empece hablar con esas personas que me caían mal y ellas eran bien,personas que me caían mal,Relación con los compañeros,mamá,Primaria,Novedoso,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
532,d799b2df-fb4a-429d-b62f-5dfc36529998,2017/11/17 01:05:19.402,0.49162063,0.84757274,,,0.5175277,0.81420076,0.51012194,0.82536775,Triste,Hace un año,Experiencia personal,Pasa una vez cada tanto,Se me va a olvidar,Nadie,En 2,13,7,10. Colegio José Martí (IED),masculino,mi mejor amigo se fue del colegio y es muy triste para mi por que charla vamos mucho y aveses lo estraño por que el era el mejor,que era muy famoso,"Relación con los profesores,Ninguna de las anteriores","Hermanos,otros familiares",Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro
533,d79a563c-a363-4e9d-b9e4-f43bbc76bf35,2017/11/17 01:40:53.980,0.70234066,0.1923412,0.49543992,0.6532167,0.206072,0.13287342,0.7433852,0.14774042,Triste,Hace seis meses,Experiencia personal,Común,Por algun tiempo,Nadie,En 3,11,6,10. Colegio José Martí (IED),femenino,Por que la profesora de matemáticas  un día me anoto en el observador por que le pegue a un compañero en la cara con un caucho para la  cabeza y eso me dolió mucho y yo le pedí  perdón a  el compañero mio,la niña del colegio José Martí que perdona a su amigo,Relación con los compañeros,otros familiares,Pregrado (profesional),Pasa frecuentemente,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
534,d9747c38-fda6-470f-8526-f7b89d8e3d8d,2017/11/16 22:48:40.501,0.98246527,0.025906008,0.48616898,0.43670088,0.66765046,0.21464956,0.75653934,0.15543589,Triste,El mes pasado,Experiencia personal,Muy rara y única,Por algun tiempo,Los profesores y las directivas,En 2,16,11,10. Colegio José Martí (IED),masculino,axes unos meses uvo un podema con un profesor y una estudiante digieron que disque el profesor avia avusado sexualmente a la compañera despues de un tiempo los papas de la niña estavan esperando a el profesol para pegrade varios pofesores tuvieron que proteger a el pofe tuvieron que llamar a lapolisia pero eso fue mentida,la mentida,"La seguridad en el colegio,Ninguna de las anteriores","mamá,Hermanos","Primaria,Bachiller",Completamente novedoso,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
535,da5352e6-5420-48a0-a601-8f4b3b6e9f51,2017/11/17 01:51:47.943,0.5046875,0.8511966,0.049131945,0.014803418,0.94542825,0.025906008,0.94542825,0.040709425,Feliz,Hace seis meses,Experiencia personal,Pasa una vez cada tanto,Se me va a olvidar,Los profesores y las directivas,Sólo en este,12,6,10. Colegio José Martí (IED),masculino,ami me expulsaron por botar el refrigerio por la ventana y me-llevaron a coordinación ami y otros compañeros,la expulcion,"Relación con los compañeros,Ninguna de las anteriores","mamá,Hermanos,otros",Bachiller,Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro
536,dc97951d-7964-48a8-b40b-58a2d572aadf,2017/11/17 02:14:31.838,0.015798612,0.011102589,0.06394676,0.06291455,0.96024305,0.051811963,0.056539353,0.048111133,Indiferente,No se,Experiencia personal,Común,Por algun tiempo,Los compañeros,En 3,12,6,10. Colegio José Martí (IED),masculino,"mi colegio: en mi colegio hay muchos maestros que se interesan en que aprendamos muchas  cosas por ejemplo multiplicar por 4 cifras o dividir por 3 cifras, como también hay profesores  que nos hacen escribir mucho y nos ponen muchas tareas.",la historia de camilo,"Educación / aprendizaje,Innovación / creatividad,Relación con los compañeros","Papá,mamá,Hermanos,otros familiares",Bachiller,Completamente novedoso,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
537,dd6503ae-9f7f-49ec-95ce-433fc6453877,2017/11/16 22:50:40.872,0.6083911999999999,0.21094874,0.41950232,0.21835044,0.5935764,0.21094874,0.47135416,0.27386323,Muy Feliz,Hace dos años,Experiencia personal,Pasa todo el tiempo,Por siempre,Los compañeros,En más de 4,14,8,10. Colegio José Martí (IED),femenino,"HOLA COMO ESTAS ALEXA  COMO TE FUE HOY EN EL COLEGIO.PUES MUY  BIEN HOY VI MUCHAS COSAS DIVERTIDAS HOY EN CLASE TRATE CON MIS COMPAÑEROS Y AYER MÍERCOLES  TUVIMOS EVALUACIÓN DE MATEMATICAS CON EL PROFESOR HAROL Y LA PASE DESPUÉS SALIMOS A  DESCANSO Y NOS HICIMOS EN LA REJA COMO SIEMPRE CON LINA ,PAMELA Y NESLY DEPUÉS NOS PUSIMOS A TOMARNOS FOTOS AL RATO SONÓ EL  TIMBRE PARA ENTRAR A INFÓRMATICA Y TAMBIÉN NOS TOCO HASER EVALUACIÓN DESPUES EL PROFESOR NOS PUSO HASER COMO UN VIDEO Y SE ACABO LA CLASE Y SALIMOS OTRA VES AL DESCANSO  Y DESPUÉS SE ACABO Y ENTRAMOS A INICIACIÓNN DEPORTIVA Y NOS PUSIERON A JUGAR FUTBOLY GANAMOS Y YA GRACIAS POR PREGUNTAR CHAO",MI DÍA DE HOY,"Educación / aprendizaje,Relación con los compañeros","mamá,Hermanos",Pregrado (profesional),Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
538,de6704b3-ba9d-47cc-b36f-ef8d055d1963,2017/11/17 00:13:44.382,0.8417245000000001,0.08511968,0.3157986,0.07031626,0.65283567,0.37378633,0.6157986,0.5255214,Indiferente,No se,Experiencia personal,Pasa una vez cada tanto,Por mucho tiempo,Nadie,En más de 4,13,6,10. Colegio José Martí (IED),masculino,ami no me pasado nada pero ami mi hermana no voy a decir el nombre pero voy a decir su caso mi hermana mi hermana estaba en el salón cuando la llamaron y cuando estaba en orientación vio a mi aguelita se sor predio mucho el coordinador le dijo que esta allí estaba por la mariguana no se dien el caso pero mi hermana no bol dio  al colegio la sacaron mis familiares esta es la historia,la mariguana es potente para tiodos,Ninguna de las anteriores,otros familiares,No tiene educación formal,Pasa todo el tiempo,Control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
539,deb7f51c-615a-4e63-9ea0-f1f6ff8073a6,2017/11/16 22:40:01.317,0.9086076,0.0029169118,0.041500077,0.003777997,0.9308118,0.0074145617,0.9947853999999999,0.006514918,Feliz,Hace un año,Experiencia personal,Común,Por algun tiempo,Los compañeros,En 3,13,8,10. Colegio José Martí (IED),masculino,en mi colegio e pasado cosas buenas primero porque cono si a muchos amigos y los profesores son buenos algunos y lo malo del colegio este en el colegio de dejan correr no dejan jugar fútbol y cosas así y la coordinadora es toda amargado y cuando hacen torneos siempre son de  fútbol no pones de baloncesto de voleibol y fin,lo malo y lo bueno del colegio,"Tecnología,Educación / aprendizaje,Innovación / creatividad","Papá,mamá,Hermanos","Bachiller,Postgrado (especialización maestría)",Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro
540,df744dea-b17d-4bb9-8365-0d50203e6f5c,2017/11/17 00:03:38.714,0.69839185,0.4071361,0.23713735,0.18138397,0.12643613,0.08516169,0.13381632,0.08146086,Feliz,El mes pasado,Experiencia personal,Común,Por mucho tiempo,Los profesores y las directivas,En más de 4,15,8,10. Colegio José Martí (IED),femenino,"lo mio es positivo. cuando ganamos el campeonato de van quitas, femenino.Ese día que era la final nos toco con un equipo fuerte, los del salón hombres,mujeres y el director de curso confiaban en nosotras confiaban que ganábamos que no nos íbamos a quitar el primer puesto ese día sentí que tenia/teníamos responsabilidad de no decepcionar al curso, ese día fui difícil ganar lo dábamos lo daba todo por el equipo paso el primer tiempo y aun no había resultados y todos nos apoyaban gritaban llego el segundo tiempo y tampoco hubo resultados todo seguía igual.Nos fuimos para tiempo extra de 5 minutos en esos primeros 5 minutos nada paso en los otros 5 minutos tampoco, nos daban canto de aliento para no rendirnos, se acabo los últimos segundos del 5 minuto, como el partido quedo 0-0. Llego la hora de los penaltis el primer equipo de pegarle al balón fuimos nosotras lego ella y así sucesivamente  íbamos ganando de diferencia de 2 goles y solo faltaba una persona por equipo para, yo era la ultima todos me decían que lo tenia que hacer para ganar ay sentido otra ves todo el peso sobre mi sabia que no podría defraudar al curso comencé a dudar, temblaba, tenia terbios cuando el arbitro pito me tocaba tirar el balón, lo patee el balón comenzó a dar curvas pensé que no iba a entrar cuando entra toda/os gritamos de alegría gritábamos ganamos ganamos y así nos felicitaron.",Grito de Aliento,"Relación con los compañeros,Relación con los profesores","mamá,Hermanos",Bachiller,Novedoso,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
541,e0a93e74-e7ab-4d63-8abb-eff228a620b7,2017/11/17 00:09:22.339,0.4898727,0.8474957,0.27505788,0.407094,0.09728009,0.048111133,,,Muy Feliz,No se,Experiencia personal,Muy rara y única,Por siempre,Nadie,En 2,13,6,10. Colegio José Martí (IED),masculino,una vez me acuerdo cuando  mi hermano le dio duro a un niño por que lo estaba molestando mucho,niño le rompe la cara a otro por estar de fastidioso,Ninguna de las anteriores,"mamá,Hermanos",Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
542,e19d417f-b893-4954-9c68-63c55e856143,2017/11/16 00:21:47.114,0.16380209,0.08524975,0.7971644,0.107368164,0.49344617,0.32941943,0.15277778,0.08514859,Indiferente,El mes pasado,Experiencia personal,Común,Por algun tiempo,Los compañeros,Sólo en este,15,8,10. Colegio José Martí (IED),masculino,"Era un día soñado para el curso 801 por que se estaba jugando la final del campeonato de van quitas y nos tocaba ganar para representar el curso,todos contaban con nosotros,pero muy estábamos nerviosos y con muchas ganas de jugar la final contra los profesores pero las cosas no se dieron como nosotros quisimos.Empieza el partido y los profesores sacan de primeras los profesores hacen los toques y logran un tiro de esquina y se la pasan a un profesor,y el profesor cabecea y hacen el primer gol en ese momento yo estaba asustado. Sacamos de mitad de cancha,estábamos imprecisos en los pases,los profesores sacan de lateral y en un rebote que deja el arquero nos hacen el segundo gol,nos asustamos mucho que eramos imprecisos en los pases.Se acaba el primer tiempo y comienza el segundo en ese momento comenzamos a jugar bien pero ya era muy tarde los profesores tenían una estrategia que era  defender,por que ellos sabían que nosotros le podíamos remontar el 2-0 y sabían también que se podían conformar  con ese resultado,el partido se acaba y los profesores ganan la final,me sentí muy mal por que hicimos mucho sacrifico para llegar hasta esa instancia y perder,al final todos asumimos nuestros errores y nos fuimos felices por que dimos todo en ese momento y ese fui el peor día de mi vida por que queríamos ser campeones pero no se dio.",La Final Nunca Soñada,Ninguna de las anteriores,"Papá,mamá,Hermanos,otros",Bachiller,Completamente novedoso,Total control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro
543,e238b020-111a-4f10-8d09-b8adca2349fe,2017/11/17 02:26:22.444,0.5232060000000001,0.59953845,0.51950234,0.5403248,0.7343171,0.1628376,0.786169,0.12582906,Triste,Hace seis meses,Experiencia personal,Pasa una vez cada tanto,Por algun tiempo,Los profesores y las directivas,En 3,12,7,10. Colegio José Martí (IED),femenino,principio de año me impacto que en el salón  dos compañeros se pelearon uno ahorcaba al otro y pues eso me impacto mucho.,la pelea en el salón de clases,Bullying / matoneo,"mamá,Hermanos,otros familiares",Bachiller,Pasa frecuentemente,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
544,e28cdd75-beae-458e-b653-7c027a3dab1a,2017/11/17 00:18:06.255,0.5935764,0.39599144,0.64542824,0.30717096,0.68246526,0.24795727,0.6898727,0.26646152,Indiferente,El mes pasado,Una experiencia que alguien te compartió,Común,Por mucho tiempo,Todo el mundo,En 3,13,6,10. Colegio José Martí (IED),masculino,Havia Una Niña Que Se Cayo Yo Me Le Rey Cuando Y Ella Se Paro Y Me dijo De Que Se Rey  China Hija De Perra Le  Causa Mucha Risa O Que  Pues Yo Le Dije Pues Como Es En Ton ces Y Ella Me Dijo Pues A  La Salia Nos Vemos Pues Yo Le Dije Que Yo La Verdad Yo No Me Voy A Rebajar Con Usted  Y Ella Me Dijo Que Yo Era Peo Para Ella Y Yo Le Dije Que Pues Diga Usted Ni Me Va Ni Me Viene Listo,Las Niñas De Una Pelea,"Comida,Justicia",mamá,Bachiller,Pasa frecuentemente,Poco control,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
545,e55b4ab7-06f7-4fbd-a289-ccf9a8e2a0ec,2017/11/17 00:32:00.674,0.6798893,0.17765386,0.25921226,0.0999488,0.48800737,0.39600432,0.20756458,0.11103839,Feliz,El mes pasado,Una opinión,Muy rara y única,Por algun tiempo,Nadie,En más de 4,13,6,10. Colegio José Martí (IED),masculino,EN  MI VI DA ME SU CE DIO QUE EL PROFESOR ME PUSO AFIRMAR EL OC SER  BADOR,ELOCSERBADOR,"La seguridad en el colegio,Ninguna de las anteriores",mamá,Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro
546,e8d502f4-c39a-4636-8bd3-e4008a9b8a69,2017/11/17 01:05:16.999,0.85653937,0.0999231,0.51950234,0.29606837,0.9306134,0.037008546,0.94913197,0.025906008,Muy Triste,Hace seis meses,Experiencia personal,Muy rara y única,Se me va a olvidar,Nadie,En 3,13,10,10. Colegio José Martí (IED),femenino,un día una niña se invento que el profesor la había violado y la mamá con otros lo apuñalaron ese  día fue muy triste unas niñas se pusieron a llorar y cuando la policía llego  dejaban que le pegaran,LOS INVENTOS DE HOY EN DÍA,Relación con los profesores,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Poco control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
