,FragmentID, SessionEndDate,La historia involucra…-X,La historia involucra…-Y,Esta historia me enseñó-X,Esta historia me enseñó-Y,La lección impacto en…-X,La lección impacto en…-Y,Es importante…-X,Es importante…-Y,Tono emocional,¿Cuándo sucedieron,¿La experiencia que compartiste es?,¿Qué tan común?,¿Por cuánto tiempo?,¿Quién crees que debe saber sobre esta historia?,¿En cuántos colegios/escuelas has estado?,Edad,Grado,Institucion Educativa Distrital,Género,FragmentEntry,StoryTitle,Temas,Familia,EstudiosAcudiente,Describe algo que es…,Sentí que tuve…,Las materias en clase...,El aprendizaje aplicado...,El aprendizaje por descubrimiento...,El auto-aprendizaje...
433,9999922b-309a-47f4-8eb1-0bcf9ab46140,2019/07/16 13:21:25.830,0.95653933,0.007401709,0.323206,0.4663077,0.6787616,0.21835044,,,Indiferente,Hace seis meses,Una opinión,Pasa una vez cada tanto,Por mucho tiempo,Los profesores y las directivas,Sólo en este,17,10,6. Camilo Mora,masculino,En mi colegio hay profesores y alumnos con mucho potencial pero no me gusta el método que utilizan algunos profes no son muy eficaces también algunos profesores son muy groseros con los estudiantes..como olvidar la vez que casi asesinan a un profesor este año han sucedido varios casos parecidos al coordinador lo amenazaron y se fue por su cuenta,vivencia en el camilo,"Educación / aprendizaje,Relación con los profesores","Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Control,,,,
434,62d0c3f4-de9d-49b8-996d-9560a09ba121,2019/08/01 15:07:43.385,0.95653933,0.018504297,0.11579861,0.08882051,0.026909722,0.044410255,0.06394676,0.033307716,Indiferente,Siempre,Experiencia personal,Común,Por siempre,Todo el mundo,En más de 4,19,10,10. Rodrigo Correa Palacio,masculino,el colegio en bueno pero a veces es bollo y cristina me cae muy mal esa ñata caretravesti,no se,"Tecnología,Bullying / matoneo","Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
435,40606699-9c62-48bf-a5a6-ae27a2f2f929,2019/08/01 16:17:17.350,0.5046875,0.32937607,0.5009838,0.30717096,0.48616898,0.29236752,0.4898727,0.30347008,Indiferente,Siempre,Experiencia personal,Común,Por siempre,Los profesores y las directivas,En 2,17,11,10. Rodrigo Correa Palacio,masculino,"Pues men, si te digo la verdad esta fue una de las mejores épocas de mi vida, aprendí, compartí, sentí y me volví en alguien MUY querido en el colegio, es que ya tantos años que llevo acá, YA SON 11 AÑOS, buah! este colegio no lo cambio por nada. Ah! por cierto, les tengo un gran agradecimiento a todos mis compañeros, amigos y profesores, etc, que fueron un gran elemento en mi  procedimiento como estudiante, como persona en la vida de mí y de los demás. Se siente demasiado especial todo lo vivido... no sé, mediante mi opinión se siente como si todo fuera el mismo día, como si no hubieran pasado los años. Pero bueno men, eso es todo, crack xD. (Un poco extenso, lo sé, ahí me disculpan).","No sé men, disfrútalo crack.",Educación / aprendizaje,mamá,Bachiller,Pasa todo el tiempo,Control,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
436,d49602d3-f1c2-442d-be5c-930e3260ae76,2019/08/06 15:07:06.652,0.5009838,0.80308545,0.5009838,0.05551284,0.5083912,0.0814188,0.4972801,0.06291455,Muy Feliz,Siempre,Experiencia personal,Pasa todo el tiempo,Por siempre,Los profesores y las directivas,En 2,18,10,2.Álvaro Marín Velasco,masculino,me encanta el ambiente de este colegie y la relacion que tengo con todos mis con pañero la confianza que podemos tener con nuestros profesores que son geniales a pesar de que hay algunos de que son muy bravos pero son los mejore y la forma en que nos podemos tratar con nuestra coordinadora que es la mejor es como una mama para nosotros esa mujer es hermosa y mochos las amamos y es la mas divertida,nuestra unidad,Innovación / creatividad,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
437,9f5952dd-2b58-4806-bb5a-1f0d759faca8,2019/07/24 13:49:31.950,0.5009838,0.86229914,"9,84E+02",0.0,0.03431713,0.0,0.9935764,0.011102589,Muy Feliz,Siempre,Experiencia personal,Pasa todo el tiempo,Por siempre,Todo el mundo,Sólo en este,12,7,7. Jesús Amigo,masculino,para mi es bueno por que te puedes divertir con tus amigos y puedes compartir vives momentos  con divertidos puedes conseguir amigos los profesores son un poco estrictos pero puedes dialogar y por eso puedes ser feliz eso  es bueno de este colegio,lo bueno de estar en un colegio,"Educación / aprendizaje,Relación con los compañeros",mamá,No tiene educación formal,Pasa frecuentemente,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
438,71b69720-37a2-4209-99ef-b24381d5e6db,2019/07/18 13:37:43.549,0.8602431,0.092521384,0.8824653,0.07401709,0.15283565,0.07401709,0.85653937,0.0814188,Muy Feliz,Hace un año,Experiencia personal,Muy rara y única,Se me va a olvidar,Nadie,En 3,15,8,9. Reino de Bélgica,masculino,mi colejio es un espacio para aprender cosas nuevas ... me gusta las clases de todos los profesores ...,El Joven Que Se Esfuerza Todos Los Dias,Educación / aprendizaje,mamá,Bachiller,,,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
439,6b27ce19-c8ff-4d3b-98c9-de80cb690210,2019/07/15 16:29:05.482,0.9195023,0.037008546,0.8824653,0.0037008803,0.25283566,0.051811963,0.87135416,0.025906008,Muy Feliz,Hace un año,Experiencia personal,Común,Por mucho tiempo,Nadie,En 2,16,9,4. Benedikta Zur Nieden,femenino,"mi colegio es un lugar  con mucha diversidad, los profesores son muy buenas personas y con la mayoría las clases son muy divertidas y se aprende mucho y con mis compañeros me gusta compartir ya que son muy divertidos,cuando cambie de colegio pensé que no me iba a gustar y por el contrario fue un cambio muy positivo en el que conocí personas muy especiales",un cambio especial,Ninguna de las anteriores,otros,No tiene educación formal,Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
440,dfa01d6a-f1ef-42d1-a459-73e0e42a9d6c,2019/07/24 20:47:07.753,0.86765045,0.06291455,0.35283566,0.48481196,0.11579861,0.07401709,0.11209491,0.07031626,Feliz,Siempre,Experiencia personal,Pasa todo el tiempo,Por siempre,Todo el mundo,Sólo en este,13,7,12. Samuel Barrientos,femenino,gloria es una profesora que no sabe controlar a los alumnos y uno hace cosas mal y ya dice que uno no hizo nada en clase y le pone 1adriana es  una profesora  que no sabe explicar en vez de explicarse a uno y hacer que entienda lo enrreda mas ella casi no saca notas y las que saca no se sabe de que,desenmascarando profesores,Educación / aprendizaje,"mamá,Hermanos",Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa mucho / Importa mucho para mi futuro,,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
441,07b8777e-699c-47e6-bb21-ea74c976dd5e,2019/07/18 15:45:11.806,0.92320603,0.051811963,0.9157986,0.048111133,0.9195023,0.040709425,0.88987267,0.06291455,Muy Feliz,Siempre,Experiencia personal,Muy rara y única,Por siempre,Los compañeros,En más de 4,11,5,1.Alfonso López Pumarejo,femenino,"mi  colegio  es  un  lugar  feliz y  muy  alegre hay  niños  divertidos,no divertidos,las  maestras  son  alegres nos  ayudan y nos  explican si esto  fuera una competencia  este  gnaria  por  que  este es  el  mejor  colegio.",el  mejor  colegio,Relación con los compañeros,mamá,Primaria,Pasa todo el tiempo,,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
442,975994ec-427c-45af-9cb3-b053d2e59445,2019/07/18 11:36:51.952,0.3157986,0.0999231,0.17876157,0.096222214,0.7083912,0.28126493,,,Feliz,Hace más de dos años,Experiencia personal,Común,Por siempre,Nadie,En más de 4,15,10,9. Reino de Bélgica,masculino,"ES UNA HISTORIA POSITIVA ,QUIZAS EL DIA MAS IMPORTANTE EN MI VIDA ESCOLAR , FUE EL DIA QUE APRENDI A LEER",LOGRAR LO IMPOSIBLE,Educación / aprendizaje,"Papá,mamá,Hermanos,otros",Primaria,Novedoso,Control,Me interesa poco / Importa mucho para mi futuro,,Me interesa mucho / Importa mucho para mi futuro,
443,1eead944-3244-4774-9821-b812b6e56d71,2019/07/18 13:14:59.757,0.88616896,0.018504297,0.8417245,0.007401709,0.7898727,0.014803418,0.23061343,0.044410255,Feliz,No se,Experiencia personal,Pasa todo el tiempo,Se me va a olvidar,Todo el mundo,En más de 4,12,5,1.Alfonso López Pumarejo,masculino,bien genial,el misterio,"Salud,Justicia","Papá,mamá,Hermanos",Bachiller,Completamente novedoso,,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro
444,5f5b89db-e479-4a48-a578-b2ec593f6274,2019/07/15 16:03:53.243,0.475,0.29236752,0.50824076,0.30347002,0.44537038,0.15173501,0.48986116,0.28866664,Muy Feliz,El mes pasado,Una opinión,Muy rara y única,Por siempre,Los profesores y las directivas,Sólo en este,8,3,11. San Benito,masculino,"avia una ves un niño que fue con su madre ha una finca estava su abuela, tia, primo y su tio y vivieron felises para siempre fin",la finca,Relación con los compañeros,mamá,Bachiller,Completamente novedoso,Control,,,,
445,725c5f25-6392-411d-b57e-39c9628056cb,2019/07/23 14:16:04.529,0.0046875,0.0037008803,0.019502316,0.018504297,0.97876155,0.022205127,0.015798612,0.022205127,Muy Feliz,El mes pasado,Una historia que escuchaste por ahí,Común,Por siempre,Los profesores y las directivas,En 2,8,3,5. Caicedo,femenino,"Un día yo estaba jugando y de pronto vi que unas niñas que se estaban pelando, entonces yo me alarme y le dije al profesor. A esas niñas las castigaron y después se disculparon, a mi me gusta que mis amigos no peleen, me gustan las amistades unidas y fuertes, es importante no pelear y respetar a los amigos, incluir a todo el mundo y al universo.",Amistad,"La seguridad en el colegio,Educación / aprendizaje,Valores,Relación con los compañeros,Relación con los profesores","mamá,Hermanos,otros familiares",Primaria,Completamente novedoso,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
446,db8055f3-8157-49ed-a578-ddd788e60c98,2019/08/01 18:36:49.390,0.92690974,0.05921367,0.95653933,0.025906008,0.045428243,0.029606836,0.9306134,0.044410255,Muy Feliz,Siempre,Experiencia personal,Común,Por mucho tiempo,Los profesores y las directivas,En más de 4,13,5,10. Rodrigo Correa Palacio,femenino,"Me Encanta El Colegio Rodrigo Correa  Palacio Y  Mis Amigos,Yo Cambiar Los Patios Por Ambos Sentidos,Me Gustaria Mas Implementos De Deporte.",Las Histostorias De Mi Colegio,"Educación / aprendizaje,Innovación / creatividad","mamá,Hermanos,otros",Bachiller,Pasa todo el tiempo,Total control,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro
447,ae32dd36-6ffe-4143-9a60-07158ea1224d,2019/07/24 13:37:31.043,0.986169,0.0,0.012094907,0.014803418,0.019502316,0.007401709,0.9898727,0.014803418,Feliz,Siempre,Experiencia personal,Pasa todo el tiempo,Por algun tiempo,Los profesores y las directivas,Sólo en este,14,8,7. Jesús Amigo,femenino,"ha sido muy importante este proceso en mi vida porque me ha ayudado en mi formación tanto en la parte académica como personal me han pasado muchas cosas buenas y malas también pero prefiero quedarme con las buenas,como la ayuda que le brindan los profesores a sus alumnos y como los cuidan como si fueran parte de ellos. valoro mucho la confianza y gracias a ellos no he sufrido algo grave ,claro que he tenido experiencias en las que no me siento muy cómoda pero gracias a los profesores no pasan a mayores o a casos graves",tengo mucho por agradecerles....,"La seguridad en el colegio,Educación / aprendizaje,Bullying / matoneo,Valores,Justicia,Relación con los compañeros,Relación con los profesores","Papá,mamá,Hermanos,otros familiares",Técnico,Pasa todo el tiempo,Total control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
448,7f4e9252-b2d4-42c6-8327-c02c28470550,2019/08/06 16:35:45.345,0.038020834,0.040709425,0.09357639,0.06291455,0.83431715,0.07771797,0.045428243,0.040709425,Indiferente,Hace dos años,Una experiencia que alguien te compartió,Común,Por siempre,Los compañeros,Sólo en este,13,6,2.Álvaro Marín Velasco,masculino,no tengo nada que cambiarle al colegio lo unico que seria mejor que cumplieran lo que prometen.y mejorar por que si prometen algo es porque lo tienen que culplir nosotros confiamos en ellos ellos que culpla,tratar de mejorar en un bien,Tecnología,"Papá,Hermanos,otros",Bachiller,Pasa frecuentemente,Poco control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro
449,5b676869-0185-4309-8ad0-62c3456e6ab5,2019/07/22 16:21:26.200,0.9380208,0.011102589,,,0.03431713,0.05551284,0.07876158,0.07031626,Muy Feliz,Siempre,Experiencia personal,Pasa todo el tiempo,Por siempre,Nadie,En 3,11,5,8. Guadalupe,femenino,"la profesora laura es chevere y las de mas no tanto, porque regañan mucho y algunas beses me divierto acaLa profesora laura es linda y las otras profes tambien todas son cheveresnos divertimos con la profe laura porque hace actividades buenas y las demas profes gañan mucho y  un dia regañaron por estar comiendo en clase",algunas profes divertidas,Relación con los profesores,otros familiares,Primaria,Pasa todo el tiempo,Total control,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro
450,57d5296a-26a9-4cbd-b8e4-582f01992fde,2019/07/18 13:37:35.688,0.7306134,0.41079488,0.3898727,0.1813419,0.33061343,0.1813419,0.8009838,0.15543589,Muy Feliz,Siempre,Experiencia personal,Común,Por algun tiempo,Los compañeros,Sólo en este,15,8,9. Reino de Bélgica,masculino,Mi colegio es bueno por que allí comparto buenos momentos con mis amigos ellos y el estudio son por lo que real vengo a estudiar,La vida sin amigos seria solo tiempo perdido,Relación con los compañeros,"mamá,Hermanos",Bachiller,Pasa frecuentemente,Total control,,,,
451,b1f70ea9-24af-408e-a900-24892bd8bc07,2019/08/01 13:03:45.566,0.94172454,0.022205127,0.5009838,0.7734786,0.5120949,0.7993846,0.5306134,0.7993846,Indiferente,Siempre,Experiencia personal,Pasa todo el tiempo,Por siempre,Los profesores y las directivas,En 2,15,6,10. Rodrigo Correa Palacio,masculino,"*No me gusta el colegio porque hay muchas injusticias con algunos profesores.*No me gustan las clases con la profesora TATIANA porque me parce una profesora muy injusta e ignorante, es una persona muy mala clase  , grosera y no tiene paciencia nos tratan comos si fuéramos unas personas que importamos menos que ellos*No me gustan las clases de beatriz porque es una persona muy Ignorante , a mi parecer trata a los estudiantes como si fueran una mierda , les dice cosas que una profesora no debería decir , creo que le falta mas respeto por los estudiantes , así como ella merece respeto los estudiantes también y siempre es echando a los estudiantes del colegio, siempre quiere bajar la moral de los estudiantes.*Me encanta las clases con el profesor Jhon Jairo Porque es una persona que tiene autoridad, que es justo con los alumnos , tiene mucha paciencia , simplemente es un muy buen profesor a diferencia de muchos",La mediocridad.,"Educación / aprendizaje,Relación con los profesores","Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Control,,,,
452,a1c75377-c4d9-4275-9f3d-43bb9560df43,2019/07/24 19:17:43.983,0.052835647,0.037008546,0.082465276,0.022205127,0.06394676,0.048111133,0.9380208,0.029606836,Triste,El mes pasado,Experiencia personal,Común,Se me va a olvidar,Nadie,En 2,11,5,7. Jesús Amigo,masculino,un amigo me pego en la rodilla por un taro,el niño que le pega en la rodilla,Relación con los compañeros,"Papá,mamá",Pregrado (profesional),Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro
453,732b333c-4d35-4b6f-b120-78321fd53566,2019/07/22 13:41:54.656,0.026909722,0.025906008,,,0.98246527,0.029606836,,,Indiferente,Hace más de dos años,Experiencia personal,Común,Por siempre,Nadie,En más de 4,16,9,8. Guadalupe,femenino,"una vez cuando estaba en el grado 5° tuve muchos problemas con una compañera solia hacerme  bullying  pues yo no me dejaba soy muy grosera le contestaba y tambien tenia peleas violentas con esta niña, tenia muchas anotaciones llamados de atencion para mi acudiente",llamados de atencion,Bullying / matoneo,otros familiares,No tiene educación formal,Pasa todo el tiempo,Total control,,Me interesa poco / Importa poco para mi futuro,,Me interesa mucho / Importa poco para mi futuro
454,8c40417e-4b15-4af7-8f0a-13365f256702,2019/07/24 20:46:44.699,0.4972801,0.81418806,,,0.5009838,0.6920598,0.7157986,0.17394018,Muy Triste,Hace seis meses,Experiencia personal,Pasa todo el tiempo,Por algun tiempo,Los profesores y las directivas,En 3,13,7,12. Samuel Barrientos,masculino,imaginate que no me gustan las sillas del colegio por que son muy duras y no me gustan  algunos profesores no me gustan los profesores y la metodología del colegio hay algunos profesores que no dan oportunidad de recuperar las notas hay y exageran las quejas algo que para mi no debe ser y la profesora georgina nos falta el respeto algo que no debe ser,el peor colegio del mundo         la incomodidad,Educación / aprendizaje,otros familiares,Postgrado (especialización maestría),Novedoso,Control,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
455,2688217c-6154-413f-b1ab-a4ea3572c728,2019/07/18 12:19:17.460,0.97876155,0.033307716,0.92320603,0.011102589,0.026909722,0.0,0.030613426,0.007401709,Muy Feliz,Siempre,Una opinión,Pasa todo el tiempo,Por algun tiempo,Los profesores y las directivas,En 2,11,6,9. Reino de Bélgica,masculino,"nuestro colegio es muy bueno, aprendemos mucho  y tenemos profesores muy  inteligentes",aprende sobre nuestro colegio,Educación / aprendizaje,"Papá,mamá",Bachiller,,Total control,,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
456,85df322b-2246-44b0-a50c-24b14680e833,2019/08/06 15:25:49.904,0.47505787,0.025906008,0.71950233,0.007401709,0.6157986,0.0,0.27876157,0.007401709,Muy Feliz,Siempre,Una opinión,Pasa todo el tiempo,Por siempre,Los profesores y las directivas,En 2,17,10,2.Álvaro Marín Velasco,masculino,"Mi colegio es un colegio muy particular y especial, ya que en este se encuentra un ambiente muy alegre por parte de todos los compañeros y entre todos se hacen un ambiente positivo para hacer una mejora en el colegio...Sin embargo como en todo colegio por lo regular hay cosas negativas y es la falta de igualdad de genero y la interacción entre los mismos compañeros hay veces. Aunque en este colegio eso se maneja muy bien e incluso no se le niega el derecho a ninguna persona por su personalidad o algo similar",amistad grupal,"Bullying / matoneo,Valores,Relación con los compañeros,Relación con los profesores","Papá,mamá,Hermanos",Bachiller,,Total control,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,
457,42b91311-ca6b-4cba-9d3d-cc96d0f41c26,2019/07/18 13:25:14.080,0.5083912,0.65875214,0.86394674,0.07031626,0.16765046,0.0814188,0.16024305,0.07031626,Indiferente,Hace más de dos años,Experiencia personal,Común,Por siempre,Los compañeros,En más de 4,15,7,9. Reino de Bélgica,masculino,es un buen colegio por que enseñan muy bien y asemos algunas actividades durante el terminoo de la semana y tenemos muy buenos amigos,es un colegio que tiene  muy en claro las normas,Relación con los compañeros,"Papá,mamá",Bachiller,Pasa todo el tiempo,Poco control,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro
458,37522613-13a4-49a3-b27f-738e85ae472e,2019/08/06 18:10:06.349,0.28246528,0.47741026,0.7898727,0.0037008803,0.1972801,0.022205127,0.68616897,0.0,Feliz,Siempre,Experiencia personal,Pasa todo el tiempo,Por algun tiempo,Nadie,Sólo en este,9,4,2.Álvaro Marín Velasco,femenino,"el colegio es bueno,me gusta porque aqui todos somos amigos,los profes nos tratan bien y en sierta parte este colegio no le hace falta nada.Solo que hay veses  en recreo que no nos dejan correr sin estar jugando brusco eso a  mi cabeza no  me cuadra y esta bien que los profes sean extrictos pero que no nos griten tanto .Me gustaria que nos coloquen mas activudades divertidas para reirnos y divertirnos.",mi colegio el primero,Educación / aprendizaje,otros familiares,Bachiller,Completamente novedoso,Total control,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
459,c3b2d9bb-38cb-4cd9-a5e2-59aaf23253cf,2019/07/23 15:37:24.614,0.008391203,0.0,0.9343171,0.022205127,0.9713542,0.048111133,0.9898727,0.014803418,Muy Feliz,Siempre,Experiencia personal,Pasa todo el tiempo,Por siempre,Todo el mundo,En más de 4,14,8,3. Bello Oriente,masculino,habia una ves un niño  aprosimadamente 14 años de edad ese niño se llameba camilo andres aguirre giraldo comun iba todos los dias a la escuela a estudiar y a aprender mas cada diahasta que un niño empeso a molestarlo el no se protegiay el  molestaba  a camilo cada dia camilo no aguanto mas  y  se defendio al niño lo espulsaron,quien soy,Justicia,mamá,Bachiller,Pasa todo el tiempo,Control,,,,
460,95706caa-5079-4b8f-9456-d898b2f994a7,2019/07/16 13:33:06.158,0.012094907,0.0,0.045428243,0.025906008,0.94913197,0.048111133,0.030613426,0.0,Muy Feliz,Siempre,Una opinión,Pasa todo el tiempo,Por algun tiempo,Nadie,En 2,13,8,6. Camilo Mora,femenino,EN MI COLEGIO DAN UNA BUENA EDUCACIÓN Y LOS PROFE SON MUY AMABLES Y ELLOS SIN PRE NOS CORRIGE CUANDO LO NECESITAMOS PERO TAMBIÉN SON MUY CHARLADORES Y BUENA GENTES PERO CUANDO SE ENOJAN SON MUY CANSONES,MI COLEGIO,Relación con la familia,"mamá,Hermanos",Bachiller,,Total control,,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
461,d6583268-ece4-4e6a-8bec-63a83d8542f2,2019/07/16 13:38:33.563,0.045428243,0.0037008803,0.5306134,0.78088033,0.5306134,0.80308545,0.523206,0.81788886,Muy Feliz,No se,Experiencia personal,Muy rara y única,Por algun tiempo,Los profesores y las directivas,Sólo en este,13,8,6. Camilo Mora,masculino,"EN LA INSTITUCIÓN EDUCATIVA QUE YO ESTUDIO,SE VEN MUCHOS VALORES,ES MUY BUENO,LOS PROFESORES NOS RESPETAN Y LOS ESTUDIANTES LOS RESPETAMOS A ELLOS.. Y NUESTRO COLEGIO ES MUY BUENO..",LA VIDA DE SEBASTIAN,Relación con los compañeros,"mamá,Hermanos",Bachiller,Completamente novedoso,Total control,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa poco para mi futuro,Me interesa poco / Importa poco para mi futuro
462,1f59d618-2eca-4115-bf50-e3b308b6d099,2019/07/18 12:48:20.174,0.5009838,0.29976922,0.5009838,0.29236752,0.5046875,0.29236752,0.4972801,0.28866664,Indiferente,Siempre,Una opinión,Pasa todo el tiempo,Por algun tiempo,Todo el mundo,En 2,11,6,9. Reino de Bélgica,femenino,"A mi parecer,el ambiente escolar es un poco pesado, la relación entre profesores y estudiantes no es la mejor, creo que debemos tener mas compromiso entre los profesores, estudiantes y toda la institución en general, amo la libertad de expresión de este colegio, como toda institución tenemos miles de cosas por mejorar, pero si trabajamos en equipo, con amor y tolerancia, todo va a estar aun mucho mejor, tenemos que tener conciencia que tenemos que mejorar en todos los aspectos y que unidos siempre somos mas fuertes, en mi opinión nos falta mejorar mucho en nuestras relaciones como institución, en  las rivalidades, los golpes, las peleas, y aprender de todo esto mucho mas, solo juntos podemos hacer el cambio, no tienes que ser de la causa para apoyar la causa",Mejoremos juntos.,Bullying / matoneo,"Papá,mamá,Hermanos",Bachiller,Pasa todo el tiempo,Absolutamente ningun control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro
463,616bbcea-611e-41e5-b7af-9d449665fc02,2019/07/22 14:48:22.194,0.119444445,0.066661626,0.96393514,0.022205127,0.8972685,0.06661538,0.21949078,0.05551284,Indiferente,Siempre,Experiencia personal,Pasa todo el tiempo,Por algun tiempo,Nadie,En 3,12,5,11. San Benito,masculino,UNOS DIAS SON BUENOS OTROS SON MALOS tenseñan de istoria matematica deporte y tenologia y otras cosas,dibertido y aburrido,"Valores,Salud","Papá,Hermanos","No tiene educación formal,Técnico",Pasa todo el tiempo,Poco control,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
464,747d4ca0-324d-4596-9860-6231435b6eed,2019/07/18 17:59:08.503,0.4972801,0.30717096,0.5009838,0.30347008,0.55653936,0.5551282,0.5009838,0.11102563,Muy Feliz,El mes pasado,Experiencia personal,Muy rara y única,Por algun tiempo,Todo el mundo,En 2,15,9,16. Colegio Agustín Fernández IED,femenino,Es muy bien ya que hay aprendí a interactuar masa tener mas confianza a sentirme mas segura  E aprendido bastante cosa importante que se que mas adelante me vana servir de útil  Lo mejor era que para poder trabajar ellos mismos nos daban los materiales para así sernos mas fácil para trabajar,gracias a maker una niña aprendió a ser mas segura,"Tecnología,La seguridad en el colegio,Educación / aprendizaje,Valores,Relación con los compañeros,Relación con la familia","Papá,mamá,Hermanos",Bachiller,Pasa frecuentemente,Control,Me interesa mucho / Importa poco para mi futuro,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa poco / Importa poco para mi futuro
465,7e005aa6-d870-425b-b5b8-99e59001865d,2019/08/01 15:56:36.338,0.68246526,0.3256752,,,0.5009838,0.16653848,0.7269097,0.16653848,Indiferente,Hace un año,Experiencia personal,Pasa todo el tiempo,Por mucho tiempo,Todo el mundo,En más de 4,17,11,10. Rodrigo Correa Palacio,masculino,"Había una vez un niño negro en la institución educativa que le gustaba ser feliz prebobirrene, a el le gustaban las flores de la huerta y metia vicio en la misma, el se sentia elevado algunas veces, hasta que se le perdio la pala.Erase una dos jóvenes que tenían problemas, cierto día, se pusieron a pelear por el marido en el restaurante, y varios estudiantes y profesores tubieron que separarlas, y aplicarles las respectivas sanciones.",Jóvenes viciosos y conflictivos,Relación con los compañeros,"Papá,mamá,Hermanos",Primaria,Pasa todo el tiempo,Absolutamente ningun control,,Me interesa mucho / Importa mucho para mi futuro,Me interesa poco / Importa mucho para mi futuro,Me interesa mucho / Importa mucho para mi futuro
